,Survived,Age,Fare,TravelAlone,Pclass_1,Pclass_2,Pclass_3,Embarked_C,Embarked_Q,Embarked_S,Sex_male,IsMinor
594,0,37.0,26.0,0,0,1,0,0,0,1,1,0
595,0,36.0,24.15,0,0,0,1,0,0,1,1,0
596,1,28.0,33.0,1,0,1,0,0,0,1,0,0
597,0,49.0,0.0,1,0,0,1,0,0,1,1,0
598,0,28.0,7.225,1,0,0,1,1,0,0,1,0
599,1,49.0,56.9292,0,1,0,0,1,0,0,1,0
600,1,24.0,27.0,0,0,1,0,0,0,1,0,0
601,0,28.0,7.8958,1,0,0,1,0,0,1,1,0
602,0,28.0,42.4,1,1,0,0,0,0,1,1,0
603,0,44.0,8.05,1,0,0,1,0,0,1,1,0
604,1,35.0,26.55,1,1,0,0,1,0,0,1,0
605,0,36.0,15.55,0,0,0,1,0,0,1,1,0
606,0,30.0,7.8958,1,0,0,1,0,0,1,1,0
607,1,27.0,30.5,1,1,0,0,0,0,1,1,0
608,1,22.0,41.5792,0,0,1,0,1,0,0,0,0
609,1,40.0,153.4625,1,1,0,0,0,0,1,0,0
610,0,39.0,31.275,0,0,0,1,0,0,1,0,0
611,0,28.0,7.05,1,0,0,1,0,0,1,1,0
612,1,28.0,15.5,0,0,0,1,0,1,0,0,0
613,0,28.0,7.75,1,0,0,1,0,1,0,1,0
614,0,35.0,8.05,1,0,0,1,0,0,1,1,0
615,1,24.0,65.0,0,0,1,0,0,0,1,0,0
616,0,34.0,14.4,0,0,0,1,0,0,1,1,0
617,0,26.0,16.1,0,0,0,1,0,0,1,0,0
618,1,4.0,39.0,0,0,1,0,0,0,1,0,1
619,0,26.0,10.5,1,0,1,0,0,0,1,1,0
620,0,27.0,14.4542,0,0,0,1,1,0,0,1,0
621,1,42.0,52.5542,0,1,0,0,0,0,1,1,0
622,1,20.0,15.7417,0,0,0,1,1,0,0,1,0
623,0,21.0,7.8542,1,0,0,1,0,0,1,1,0
624,0,21.0,16.1,1,0,0,1,0,0,1,1,0
625,0,61.0,32.3208,1,1,0,0,0,0,1,1,0
626,0,57.0,12.35,1,0,1,0,0,1,0,1,0
627,1,21.0,77.9583,1,1,0,0,0,0,1,0,0
628,0,26.0,7.8958,1,0,0,1,0,0,1,1,0
629,0,28.0,7.7333,1,0,0,1,0,1,0,1,0
630,1,80.0,30.0,1,1,0,0,0,0,1,1,0
631,0,51.0,7.0542,1,0,0,1,0,0,1,1,0
632,1,32.0,30.5,1,1,0,0,1,0,0,1,0
633,0,28.0,0.0,1,1,0,0,0,0,1,1,0
634,0,9.0,27.9,0,0,0,1,0,0,1,0,1
635,1,28.0,13.0,1,0,1,0,0,0,1,0,0
636,0,32.0,7.925,1,0,0,1,0,0,1,1,0
637,0,31.0,26.25,0,0,1,0,0,0,1,1,0
638,0,41.0,39.6875,0,0,0,1,0,0,1,0,0
639,0,28.0,16.1,0,0,0,1,0,0,1,1,0
640,0,20.0,7.8542,1,0,0,1,0,0,1,1,0
641,1,24.0,69.3,1,1,0,0,1,0,0,0,0
642,0,2.0,27.9,0,0,0,1,0,0,1,0,1
643,1,28.0,56.4958,1,0,0,1,0,0,1,1,0
644,1,0.75,19.2583,0,0,0,1,1,0,0,0,1
645,1,48.0,76.7292,0,1,0,0,1,0,0,1,0
646,0,19.0,7.8958,1,0,0,1,0,0,1,1,0
647,1,56.0,35.5,1,1,0,0,1,0,0,1,0
648,0,28.0,7.55,1,0,0,1,0,0,1,1,0
649,1,23.0,7.55,1,0,0,1,0,0,1,0,0
650,0,28.0,7.8958,1,0,0,1,0,0,1,1,0
651,1,18.0,23.0,0,0,1,0,0,0,1,0,0
652,0,21.0,8.4333,1,0,0,1,0,0,1,1,0
653,1,28.0,7.8292,1,0,0,1,0,1,0,0,0
654,0,18.0,6.75,1,0,0,1,0,1,0,0,0
655,0,24.0,73.5,0,0,1,0,0,0,1,1,0
656,0,28.0,7.8958,1,0,0,1,0,0,1,1,0
657,0,32.0,15.5,0,0,0,1,0,1,0,0,0
658,0,23.0,13.0,1,0,1,0,0,0,1,1,0
659,0,58.0,113.275,0,1,0,0,1,0,0,1,0
660,1,50.0,133.65,0,1,0,0,0,0,1,1,0
661,0,40.0,7.225,1,0,0,1,1,0,0,1,0
662,0,47.0,25.5875,1,1,0,0,0,0,1,1,0
663,0,36.0,7.4958,1,0,0,1,0,0,1,1,0
664,1,20.0,7.925,0,0,0,1,0,0,1,1,0
665,0,32.0,73.5,0,0,1,0,0,0,1,1,0
666,0,25.0,13.0,1,0,1,0,0,0,1,1,0
667,0,28.0,7.775,1,0,0,1,0,0,1,1,0
668,0,43.0,8.05,1,0,0,1,0,0,1,1,0
669,1,28.0,52.0,0,1,0,0,0,0,1,0,0
670,1,40.0,39.0,0,0,1,0,0,0,1,0,0
671,0,31.0,52.0,0,1,0,0,0,0,1,1,0
672,0,70.0,10.5,1,0,1,0,0,0,1,1,0
673,1,31.0,13.0,1,0,1,0,0,0,1,1,0
674,0,28.0,0.0,1,0,1,0,0,0,1,1,0
675,0,18.0,7.775,1,0,0,1,0,0,1,1,0
676,0,24.5,8.05,1,0,0,1,0,0,1,1,0
677,1,18.0,9.8417,1,0,0,1,0,0,1,0,0
678,0,43.0,46.9,0,0,0,1,0,0,1,0,0
679,1,36.0,512.3292,0,1,0,0,1,0,0,1,0
680,0,28.0,8.1375,1,0,0,1,0,1,0,0,0
681,1,27.0,76.7292,1,1,0,0,1,0,0,1,0
682,0,20.0,9.225,1,0,0,1,0,0,1,1,0
683,0,14.0,46.9,0,0,0,1,0,0,1,1,1
684,0,60.0,39.0,0,0,1,0,0,0,1,1,0
685,0,25.0,41.5792,0,0,1,0,1,0,0,1,0
686,0,14.0,39.6875,0,0,0,1,0,0,1,1,1
687,0,19.0,10.1708,1,0,0,1,0,0,1,1,0
688,0,18.0,7.7958,1,0,0,1,0,0,1,1,0
689,1,15.0,211.3375,0,1,0,0,0,0,1,0,1
690,1,31.0,57.0,0,1,0,0,0,0,1,1,0
691,1,4.0,13.4167,0,0,0,1,1,0,0,0,1
692,1,28.0,56.4958,1,0,0,1,0,0,1,1,0
693,0,25.0,7.225,1,0,0,1,1,0,0,1,0
694,0,60.0,26.55,1,1,0,0,0,0,1,1,0
695,0,52.0,13.5,1,0,1,0,0,0,1,1,0
696,0,44.0,8.05,1,0,0,1,0,0,1,1,0
697,1,28.0,7.7333,1,0,0,1,0,1,0,0,0
698,0,49.0,110.8833,0,1,0,0,1,0,0,1,0
699,0,42.0,7.65,1,0,0,1,0,0,1,1,0
700,1,18.0,227.525,0,1,0,0,1,0,0,0,0
701,1,35.0,26.2875,1,1,0,0,0,0,1,1,0
702,0,18.0,14.4542,0,0,0,1,1,0,0,0,0
703,0,25.0,7.7417,1,0,0,1,0,1,0,1,0
704,0,26.0,7.8542,0,0,0,1,0,0,1,1,0
705,0,39.0,26.0,1,0,1,0,0,0,1,1,0
706,1,45.0,13.5,1,0,1,0,0,0,1,0,0
707,1,42.0,26.2875,1,1,0,0,0,0,1,1,0
708,1,22.0,151.55,1,1,0,0,0,0,1,0,0
709,1,28.0,15.2458,0,0,0,1,1,0,0,1,0
710,1,24.0,49.5042,1,1,0,0,1,0,0,0,0
711,0,28.0,26.55,1,1,0,0,0,0,1,1,0
712,1,48.0,52.0,0,1,0,0,0,0,1,1,0
713,0,29.0,9.4833,1,0,0,1,0,0,1,1,0
714,0,52.0,13.0,1,0,1,0,0,0,1,1,0
715,0,19.0,7.65,1,0,0,1,0,0,1,1,0
716,1,38.0,227.525,1,1,0,0,1,0,0,0,0
717,1,27.0,10.5,1,0,1,0,0,0,1,0,0
718,0,28.0,15.5,1,0,0,1,0,1,0,1,0
719,0,33.0,7.775,1,0,0,1,0,0,1,1,0
720,1,6.0,33.0,0,0,1,0,0,0,1,0,1
721,0,17.0,7.0542,0,0,0,1,0,0,1,1,0
722,0,34.0,13.0,1,0,1,0,0,0,1,1,0
723,0,50.0,13.0,1,0,1,0,0,0,1,1,0
724,1,27.0,53.1,0,1,0,0,0,0,1,1,0
725,0,20.0,8.6625,1,0,0,1,0,0,1,1,0
726,1,30.0,21.0,0,0,1,0,0,0,1,0,0
727,1,28.0,7.7375,1,0,0,1,0,1,0,0,0
728,0,25.0,26.0,0,0,1,0,0,0,1,1,0
729,0,25.0,7.925,0,0,0,1,0,0,1,0,0
730,1,29.0,211.3375,1,1,0,0,0,0,1,0,0
731,0,11.0,18.7875,1,0,0,1,1,0,0,1,1
732,0,28.0,0.0,1,0,1,0,0,0,1,1,0
733,0,23.0,13.0,1,0,1,0,0,0,1,1,0
734,0,23.0,13.0,1,0,1,0,0,0,1,1,0
735,0,28.5,16.1,1,0,0,1,0,0,1,1,0
736,0,48.0,34.375,0,0,0,1,0,0,1,0,0
737,1,35.0,512.3292,1,1,0,0,1,0,0,1,0
738,0,28.0,7.8958,1,0,0,1,0,0,1,1,0
739,0,28.0,7.8958,1,0,0,1,0,0,1,1,0
740,1,28.0,30.0,1,1,0,0,0,0,1,1,0
741,0,36.0,78.85,0,1,0,0,0,0,1,1,0
742,1,21.0,262.375,0,1,0,0,1,0,0,0,0
743,0,24.0,16.1,0,0,0,1,0,0,1,1,0
744,1,31.0,7.925,1,0,0,1,0,0,1,1,0
745,0,70.0,71.0,0,1,0,0,0,0,1,1,0
746,0,16.0,20.25,0,0,0,1,0,0,1,1,1
747,1,30.0,13.0,1,0,1,0,0,0,1,0,0
748,0,19.0,53.1,0,1,0,0,0,0,1,1,0
749,0,31.0,7.75,1,0,0,1,0,1,0,1,0
750,1,4.0,23.0,0,0,1,0,0,0,1,0,1
751,1,6.0,12.475,0,0,0,1,0,0,1,1,1
752,0,33.0,9.5,1,0,0,1,0,0,1,1,0
753,0,23.0,7.8958,1,0,0,1,0,0,1,1,0
754,1,48.0,65.0,0,0,1,0,0,0,1,0,0
755,1,0.67,14.5,0,0,1,0,0,0,1,1,1
756,0,28.0,7.7958,1,0,0,1,0,0,1,1,0
757,0,18.0,11.5,1,0,1,0,0,0,1,1,0
758,0,34.0,8.05,1,0,0,1,0,0,1,1,0
759,1,33.0,86.5,1,1,0,0,0,0,1,0,0
760,0,28.0,14.5,1,0,0,1,0,0,1,1,0
761,0,41.0,7.125,1,0,0,1,0,0,1,1,0
762,1,20.0,7.2292,1,0,0,1,1,0,0,1,0
763,1,36.0,120.0,0,1,0,0,0,0,1,0,0
764,0,16.0,7.775,1,0,0,1,0,0,1,1,1
765,1,51.0,77.9583,0,1,0,0,0,0,1,0,0
766,0,28.0,39.6,1,1,0,0,1,0,0,1,0
767,0,30.5,7.75,1,0,0,1,0,1,0,0,0
768,0,28.0,24.15,0,0,0,1,0,1,0,1,0
769,0,32.0,8.3625,1,0,0,1,0,0,1,1,0
770,0,24.0,9.5,1,0,0,1,0,0,1,1,0
771,0,48.0,7.8542,1,0,0,1,0,0,1,1,0
772,0,57.0,10.5,1,0,1,0,0,0,1,0,0
773,0,28.0,7.225,1,0,0,1,1,0,0,1,0
774,1,54.0,23.0,0,0,1,0,0,0,1,0,0
775,0,18.0,7.75,1,0,0,1,0,0,1,1,0
776,0,28.0,7.75,1,0,0,1,0,1,0,1,0
777,1,5.0,12.475,1,0,0,1,0,0,1,0,1
778,0,28.0,7.7375,1,0,0,1,0,1,0,1,0
779,1,43.0,211.3375,0,1,0,0,0,0,1,0,0
780,1,13.0,7.2292,1,0,0,1,1,0,0,0,1
781,1,17.0,57.0,0,1,0,0,0,0,1,0,0
782,0,29.0,30.0,1,1,0,0,0,0,1,1,0
783,0,28.0,23.45,0,0,0,1,0,0,1,1,0
784,0,25.0,7.05,1,0,0,1,0,0,1,1,0
785,0,25.0,7.25,1,0,0,1,0,0,1,1,0
786,1,18.0,7.4958,1,0,0,1,0,0,1,0,0
787,0,8.0,29.125,0,0,0,1,0,1,0,1,1
788,1,1.0,20.575,0,0,0,1,0,0,1,1,1
789,0,46.0,79.2,1,1,0,0,1,0,0,1,0
790,0,28.0,7.75,1,0,0,1,0,1,0,1,0
791,0,16.0,26.0,1,0,1,0,0,0,1,1,1
792,0,28.0,69.55,0,0,0,1,0,0,1,0,0
793,0,28.0,30.6958,1,1,0,0,1,0,0,1,0
794,0,25.0,7.8958,1,0,0,1,0,0,1,1,0
795,0,39.0,13.0,1,0,1,0,0,0,1,1,0
796,1,49.0,25.9292,1,1,0,0,0,0,1,0,0
797,1,31.0,8.6833,1,0,0,1,0,0,1,0,0
798,0,30.0,7.2292,1,0,0,1,1,0,0,1,0
799,0,30.0,24.15,0,0,0,1,0,0,1,0,0
800,0,34.0,13.0,1,0,1,0,0,0,1,1,0
801,1,31.0,26.25,0,0,1,0,0,0,1,0,0
802,1,11.0,120.0,0,1,0,0,0,0,1,1,1
803,1,0.42,8.5167,0,0,0,1,1,0,0,1,1
804,1,27.0,6.975,1,0,0,1,0,0,1,1,0
805,0,31.0,7.775,1,0,0,1,0,0,1,1,0
806,0,39.0,0.0,1,1,0,0,0,0,1,1,0
807,0,18.0,7.775,1,0,0,1,0,0,1,0,0
808,0,39.0,13.0,1,0,1,0,0,0,1,1,0
809,1,33.0,53.1,0,1,0,0,0,0,1,0,0
810,0,26.0,7.8875,1,0,0,1,0,0,1,1,0
811,0,39.0,24.15,1,0,0,1,0,0,1,1,0
812,0,35.0,10.5,1,0,1,0,0,0,1,1,0
813,0,6.0,31.275,0,0,0,1,0,0,1,0,1
814,0,30.5,8.05,1,0,0,1,0,0,1,1,0
815,0,28.0,0.0,1,1,0,0,0,0,1,1,0
816,0,23.0,7.925,1,0,0,1,0,0,1,0,0
817,0,31.0,37.0042,0,0,1,0,1,0,0,1,0
818,0,43.0,6.45,1,0,0,1,0,0,1,1,0
819,0,10.0,27.9,0,0,0,1,0,0,1,1,1
820,1,52.0,93.5,0,1,0,0,0,0,1,0,0
821,1,27.0,8.6625,1,0,0,1,0,0,1,1,0
822,0,38.0,0.0,1,1,0,0,0,0,1,1,0
823,1,27.0,12.475,0,0,0,1,0,0,1,0,0
824,0,2.0,39.6875,0,0,0,1,0,0,1,1,1
825,0,28.0,6.95,1,0,0,1,0,1,0,1,0
826,0,28.0,56.4958,1,0,0,1,0,0,1,1,0
827,1,1.0,37.0042,0,0,1,0,1,0,0,1,1
828,1,28.0,7.75,1,0,0,1,0,1,0,1,0
829,1,62.0,80.0,1,1,0,0,0,0,1,0,0
830,1,15.0,14.4542,0,0,0,1,1,0,0,0,1
831,1,0.83,18.75,0,0,1,0,0,0,1,1,1
832,0,28.0,7.2292,1,0,0,1,1,0,0,1,0
833,0,23.0,7.8542,1,0,0,1,0,0,1,1,0
834,0,18.0,8.3,1,0,0,1,0,0,1,1,0
835,1,39.0,83.1583,0,1,0,0,1,0,0,0,0
836,0,21.0,8.6625,1,0,0,1,0,0,1,1,0
837,0,28.0,8.05,1,0,0,1,0,0,1,1,0
838,1,32.0,56.4958,1,0,0,1,0,0,1,1,0
839,1,28.0,29.7,1,1,0,0,1,0,0,1,0
840,0,20.0,7.925,1,0,0,1,0,0,1,1,0
841,0,16.0,10.5,1,0,1,0,0,0,1,1,1
842,1,30.0,31.0,1,1,0,0,1,0,0,0,0
843,0,34.5,6.4375,1,0,0,1,1,0,0,1,0
844,0,17.0,8.6625,1,0,0,1,0,0,1,1,0
845,0,42.0,7.55,1,0,0,1,0,0,1,1,0
846,0,28.0,69.55,0,0,0,1,0,0,1,1,0
847,0,35.0,7.8958,1,0,0,1,1,0,0,1,0
848,0,28.0,33.0,0,0,1,0,0,0,1,1,0
849,1,28.0,89.1042,0,1,0,0,1,0,0,0,0
850,0,4.0,31.275,0,0,0,1,0,0,1,1,1
851,0,74.0,7.775,1,0,0,1,0,0,1,1,0
852,0,9.0,15.2458,0,0,0,1,1,0,0,0,1
853,1,16.0,39.4,0,1,0,0,0,0,1,0,1
854,0,44.0,26.0,0,0,1,0,0,0,1,0,0
855,1,18.0,9.35,0,0,0,1,0,0,1,0,0
856,1,45.0,164.8667,0,1,0,0,0,0,1,0,0
857,1,51.0,26.55,1,1,0,0,0,0,1,1,0
858,1,24.0,19.2583,0,0,0,1,1,0,0,0,0
859,0,28.0,7.2292,1,0,0,1,1,0,0,1,0
860,0,41.0,14.1083,0,0,0,1,0,0,1,1,0
861,0,21.0,11.5,0,0,1,0,0,0,1,1,0
862,1,48.0,25.9292,1,1,0,0,0,0,1,0,0
863,0,28.0,69.55,0,0,0,1,0,0,1,0,0
864,0,24.0,13.0,1,0,1,0,0,0,1,1,0
865,1,42.0,13.0,1,0,1,0,0,0,1,0,0
866,1,27.0,13.8583,0,0,1,0,1,0,0,0,0
867,0,31.0,50.4958,1,1,0,0,0,0,1,1,0
868,0,28.0,9.5,1,0,0,1,0,0,1,1,0
869,1,4.0,11.1333,0,0,0,1,0,0,1,1,1
870,0,26.0,7.8958,1,0,0,1,0,0,1,1,0
871,1,47.0,52.5542,0,1,0,0,0,0,1,0,0
872,0,33.0,5.0,1,1,0,0,0,0,1,1,0
873,0,47.0,9.0,1,0,0,1,0,0,1,1,0
874,1,28.0,24.0,0,0,1,0,1,0,0,0,0
875,1,15.0,7.225,1,0,0,1,1,0,0,0,1
876,0,20.0,9.8458,1,0,0,1,0,0,1,1,0
877,0,19.0,7.8958,1,0,0,1,0,0,1,1,0
878,0,28.0,7.8958,1,0,0,1,0,0,1,1,0
879,1,56.0,83.1583,0,1,0,0,1,0,0,0,0
880,1,25.0,26.0,0,0,1,0,0,0,1,0,0
881,0,33.0,7.8958,1,0,0,1,0,0,1,1,0
882,0,22.0,10.5167,1,0,0,1,0,0,1,0,0
883,0,28.0,10.5,1,0,1,0,0,0,1,1,0
884,0,25.0,7.05,1,0,0,1,0,0,1,1,0
885,0,39.0,29.125,0,0,0,1,0,1,0,0,0
886,0,27.0,13.0,1,0,1,0,0,0,1,1,0
887,1,19.0,30.0,1,1,0,0,0,0,1,0,0
888,0,28.0,23.45,0,0,0,1,0,0,1,0,0
889,1,26.0,30.0,1,1,0,0,1,0,0,1,0
890,0,32.0,7.75,1,0,0,1,0,1,0,1,0
